"fmcg_category","platform_name","product_name","date_miladi","date","cheapest_price"
"dairy","Digikala","پنیر پیتزا موزارلا رنده شده پرچرب دالیا مقدار 2000 گرم","2025-09-21","1404/06/30",945250
"dairy","Digikala","پنیر پیتزا موزارلا رنده شده پرچرب دالیا مقدار 2000 گرم","2025-09-22","1404/06/31",995000
"frozen-food","Digikala","مایه کباب کوبیده فارسی - 1 کیلوگرم","2025-08-13","1404/05/22",790000
"frozen-food","Digikala","مایه کباب کوبیده فارسی - 1 کیلوگرم","2025-08-16","1404/05/25",998500
"frozen-food","Digikala","مایه کباب کوبیده فارسی - 1 کیلوگرم","2025-08-17","1404/05/26",898650
"frozen-food","Digikala","مایه کباب کوبیده فارسی - 1 کیلوگرم","2025-08-18","1404/05/27",898650
"frozen-food","Digikala","مایه کباب کوبیده فارسی - 1 کیلوگرم","2025-08-19","1404/05/28",822000
"frozen-food","Digikala","سیب زمینی نیمه آماده داناک - 2.5 کیلوگرم","2025-08-20","1404/05/29",418500
"frozen-food","Digikala","شنیسل مرغ فرمینگ مارین - 1 کیلوگرم","2025-08-21","1404/05/30",365750
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-08-25","1404/06/03",1050000
"frozen-food","Digikala","سیب زمینی نیمه آماده داناک - 2.5 کیلوگرم","2025-08-26","1404/06/04",397570
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-08-27","1404/06/05",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-08-28","1404/06/06",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-08-30","1404/06/08",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-08-31","1404/06/09",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-02","1404/06/11",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-03","1404/06/12",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-04","1404/06/13",1050000
"frozen-food","Digikala","زعفران درجه یک مصطفوی - 0.5 گرم","2025-09-05","1404/06/14",98000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-08","1404/06/17",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-09","1404/06/18",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-11","1404/06/20",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-13","1404/06/22",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-14","1404/06/23",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-15","1404/06/24",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-16","1404/06/25",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-17","1404/06/26",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-18","1404/06/27",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-20","1404/06/29",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-21","1404/06/30",1050000
"frozen-food","Digikala","میگو سوخاری مارین - 1 کیلوگرم","2025-09-22","1404/06/31",1050000
"fruits-and-vegetables","Digikala","دراگون Fresh - یک عدد","2025-08-13","1404/05/22",340000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-08-16","1404/05/25",385000
"fruits-and-vegetables","Digikala","دراگون Fresh - یک عدد","2025-08-17","1404/05/26",340000
"fruits-and-vegetables","Digikala","بلوبری Fresh وزن 125 گرم","2025-08-18","1404/05/27",380000
"fruits-and-vegetables","Digikala","بلوبری Fresh وزن 125 گرم","2025-08-19","1404/05/28",380000
"fruits-and-vegetables","Digikala","کدو حلوایی Fresh سایز متوسط بسته 1 عددی","2025-08-20","1404/05/29",110000
"fruits-and-vegetables","Digikala","بچه هویج فیتزی فانزی با سس رنچ - 70 گرم","2025-08-21","1404/05/30",55100
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-08-25","1404/06/03",385000
"fruits-and-vegetables","Digikala","خربزه کوچک Fresh مقدار 1.5 تا 2.5 کیلوگرم","2025-08-26","1404/06/04",156000
"fruits-and-vegetables","Digikala","بلوبری Fresh وزن 125 گرم","2025-08-27","1404/06/05",380000
"fruits-and-vegetables","Digikala","دراگون Fresh - یک عدد","2025-08-28","1404/06/06",330000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-08-30","1404/06/08",385000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-08-31","1404/06/09",385000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-09-02","1404/06/11",385000
"fruits-and-vegetables","Digikala","بلوبری Fresh وزن 125 گرم","2025-09-04","1404/06/13",380000
"fruits-and-vegetables","Digikala","زعفران درجه یک مصطفوی - 0.5 گرم","2025-09-05","1404/06/14",98000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-09-08","1404/06/17",385000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-09-09","1404/06/18",385000
"fruits-and-vegetables","Digikala","بلوبری Fresh وزن 125 گرم","2025-09-11","1404/06/20",380000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-09-13","1404/06/22",385000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-09-14","1404/06/23",385000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-09-15","1404/06/24",385000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-09-16","1404/06/25",385000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-09-17","1404/06/26",385000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-09-18","1404/06/27",385000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-09-20","1404/06/29",385000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-09-21","1404/06/30",385000
"fruits-and-vegetables","Digikala","آناناس Fresh مقدار 1 عدد","2025-09-22","1404/06/31",385000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-08-13","1404/05/22",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-08-16","1404/05/25",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-08-17","1404/05/26",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-08-18","1404/05/27",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-08-19","1404/05/28",2699000
"junk-food","Digikala","پروتئین بار شکلاتی نوبو - 45 گرم بسته 12 عددی","2025-08-20","1404/05/29",861600
"junk-food","Digikala","پروتئین بار سفیده تخم مرغ تلاونگ با طعم بادام زمینی - 540 گرم بسته 12 عددی","2025-08-21","1404/05/30",918000
"junk-food","Digikala","شکلات تلخ 84 درصد پارمیدا - 1 کیلوگرم","2025-08-25","1404/06/03",2549000
"junk-food","Digikala","پروتئین بار سفیده تخم مرغ تلاونگ با طعم بادام زمینی - 540 گرم بسته 12 عددی","2025-08-26","1404/06/04",918000
"junk-food","Digikala","شکلات تلخ 84 درصد پارمیدا - 1 کیلوگرم","2025-08-27","1404/06/05",2549000
"junk-food","Digikala","شکلات تلخ 84 درصد پارمیدا - 1 کیلوگرم","2025-08-28","1404/06/06",2549000
"junk-food","Digikala","شکلات تلخ 84 درصد پارمیدا - 1 کیلوگرم","2025-08-30","1404/06/08",2549000
"junk-food","Digikala","شکلات تلخ 84 درصد پارمیدا - 1 کیلوگرم","2025-08-31","1404/06/09",2549000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-02","1404/06/11",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-03","1404/06/12",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-04","1404/06/13",2699000
"junk-food","Digikala","زعفران درجه یک مصطفوی - 0.5 گرم","2025-09-05","1404/06/14",98000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-08","1404/06/17",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-09","1404/06/18",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-11","1404/06/20",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-13","1404/06/22",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-14","1404/06/23",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-15","1404/06/24",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-16","1404/06/25",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-17","1404/06/26",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-18","1404/06/27",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-20","1404/06/29",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-21","1404/06/30",2699000
"junk-food","Digikala","شکلات تلخ 96 درصد پارمیدا - 1 کیلوگرم","2025-09-22","1404/06/31",2699000
"nuts","Digikala","پسته بوداده و نمکین گلستان مقدار 450 گرم","2025-08-13","1404/05/22",850000
"nuts","Digikala","پسته بوداده و نمکین گلستان مقدار 450 گرم","2025-08-16","1404/05/25",850000
"nuts","Digikala","پسته بوداده و نمکین گلستان مقدار 450 گرم","2025-08-17","1404/05/26",722500
"nuts","Digikala","برگه آناناس تواضع - 200 گرم","2025-08-18","1404/05/27",720000
"nuts","Digikala","پسته شور خشکپاک مقدار 450 گرم","2025-08-19","1404/05/28",837000
"nuts","Digikala","مغز گردو هیرشا - 400 گرم","2025-08-20","1404/05/29",600000
"nuts","Digikala","آجیل مخلوط هیرشا - 450 گرم","2025-08-21","1404/05/30",600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-08-25","1404/06/03",1600000
"nuts","Digikala","مغز گردو هیرشا - 400 گرم","2025-08-26","1404/06/04",600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-08-27","1404/06/05",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-08-28","1404/06/06",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-08-30","1404/06/08",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-08-31","1404/06/09",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-09-02","1404/06/11",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-09-03","1404/06/12",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-09-04","1404/06/13",1600000
"nuts","Digikala","زعفران درجه یک مصطفوی - 0.5 گرم","2025-09-05","1404/06/14",98000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-09-08","1404/06/17",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-09-09","1404/06/18",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-09-11","1404/06/20",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-09-13","1404/06/22",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-09-14","1404/06/23",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-09-15","1404/06/24",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-09-16","1404/06/25",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-09-17","1404/06/26",1600000
"nuts","Digikala","پسته شور زعفرانی گلستان مقدار 1000 گرم","2025-09-18","1404/06/27",1600000
"nuts","Digikala","پسته شور خشکپاک مقدار 450 گرم","2025-09-20","1404/06/29",837000
"nuts","Digikala","پسته احمدآقایی تواضع - 500 گرم","2025-09-21","1404/06/30",792000
"nuts","Digikala","پسته شور خشکپاک مقدار 450 گرم","2025-09-22","1404/06/31",837000
"proteins","Digikala","گوشت سردست گوسفند داخلی پویا پروتئین - 1 کیلوگرم","2025-08-13","1404/05/22",993000
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-08-16","1404/05/25",1133000
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-08-17","1404/05/26",1133000
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-08-18","1404/05/27",1133000
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-08-19","1404/05/28",1133000
"proteins","Digikala","گوشت ران گوساله داخلی پویا پروتئین - 1 کیلوگرم","2025-08-20","1404/05/29",776000
"proteins","Digikala","سردست گوساله مهیا پروتئین - 1 کیلوگرم","2025-08-21","1404/05/30",776000
"proteins","Digikala","گوشت ماهیچه گوسفند داخلی پویا پروتئین - 1 کیلوگرم","2025-08-25","1404/06/03",1020000
"proteins","Digikala","گوشت راسته گوسفند داخلی با استخوان پویا پروتئین - 1کیلوگرم","2025-08-26","1404/06/04",725000
"proteins","Digikala","ماهیچه گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-08-27","1404/06/05",1020000
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-08-28","1404/06/06",1121670
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-08-30","1404/06/08",1133000
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-08-31","1404/06/09",1133000
"proteins","Digikala","سردست بدون گردن گوسفند داخلی مهیا پروتئین مقدار 1 کیلوگرم","2025-09-02","1404/06/11",993000
"proteins","Digikala","رولت ماهیچه گوساله مهیا پروتئین مقدار 1 کیلوگرم","2025-09-03","1404/06/12",910000
"proteins","Digikala","گوشت ماهیچه گوسفند داخلی پویا پروتئین - 1 کیلوگرم","2025-09-04","1404/06/13",1070000
"proteins","Digikala","زعفران درجه یک مصطفوی - 0.5 گرم","2025-09-05","1404/06/14",98000
"proteins","Digikala","ماهیچه گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-09-08","1404/06/17",1070000
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-09-09","1404/06/18",1200000
"proteins","Digikala","گوشت ماهیچه گوسفند داخلی پویا پروتئین - 1 کیلوگرم","2025-09-11","1404/06/20",1070000
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-09-13","1404/06/22",1200000
"proteins","Digikala","ماهیچه گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-09-14","1404/06/23",1070000
"proteins","Digikala","گوشت ران گوسفند پویا داخلی پروتئین - 1کیلوگرم","2025-09-15","1404/06/24",1049400
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-09-16","1404/06/25",1188000
"proteins","Digikala","گوشت ران گوسفند پویا داخلی پروتئین - 1کیلوگرم","2025-09-17","1404/06/26",1060000
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-09-18","1404/06/27",1240000
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-09-20","1404/06/29",1240000
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-09-21","1404/06/30",1240000
"proteins","Digikala","خورشتی بدون استخوان گوسفند داخلی مهیا پروتئین - 1 کیلوگرم","2025-09-22","1404/06/31",1240000
