"fmcg_category","platform_name","product_name","date_miladi","cheapest_price"
"nuts","Digikala","شیرینی با طعم خرما مینو- 25 گرم","2025-09-18",5000
"nuts","Digikala","شیرینی با طعم خرما مینو- 25 گرم","2025-09-20",5000
"nuts","Digikala","شیرینی با طعم خرما مینو- 25 گرم","2025-09-21",5000
"nuts","Digikala","شیرینی با طعم خرما مینو- 25 گرم","2025-09-22",5000
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-08-13",38100
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-08-16",38100
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-08-17",38100
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-08-18",38100
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-08-19",38100
"proteins","Digikala","کالباس 60 درصد قارچ و مرغ مهيا پروتئين - 250 گرم","2025-08-20",101000
"proteins","Digikala","کالباس 60 درصد قارچ و مرغ مهيا پروتئين - 250 گرم","2025-08-21",101000
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-08-25",36190
"proteins","Digikala","کالباس 90 درصد گوشت مرغ مهيا پروتئين - 250 گرم","2025-08-26",80500
"proteins","Digikala","تخم مرغ گرید A سیمرغ - بسته 6 عددی","2025-08-27",17520
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-08-28",36190
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-08-30",36190
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-08-31",36190
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-09-02",36190
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-09-03",36190
"proteins","Digikala","سفیده پخته تخم مرغ تلاونگ مقدار 200 گرم","2025-09-04",38000
"proteins","Digikala","زعفران درجه یک مصطفوی - 0.5 گرم","2025-09-05",98000
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-09-08",38100
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-09-09",38100
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-09-11",38100
"proteins","Digikala","سفیده تخم مرغ مایع تلاونگ مقدار 350 گرم","2025-09-13",56000
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-09-14",44100
"proteins","Digikala","تخم مرغ گرید A سیمرغ - بسته 6 عددی","2025-09-15",41610
"proteins","Digikala","تخم مرغ گرید A فرش بسته 6 عددی","2025-09-16",41610
"proteins","Digikala","تخم مرغ گرید A فرش بسته 6 عددی","2025-09-17",41610
"proteins","Digikala","تخم مرغ گرید A  فرش بسته 9 عددی","2025-09-18",NULL
"proteins","Digikala","تخم مرغ گرید A  فرش بسته 9 عددی","2025-09-20",29920
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-09-21",44100
"proteins","Digikala","تخم مرغ گرید B تلاونگ بسته 6 عددی","2025-09-22",44100
